date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,location_key,location_name,latitude,longitude,elevation_m
2018-01-31,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-02-01,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-02-02,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-02-03,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-02-04,7.3,-1.0,14.3,0.0,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-02-05,6.5,,12.8,0.0,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-02-06,7.6,,15.1,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-02-07,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-02-08,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-02-09,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-02-10,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-02-11,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-02-12,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-02-13,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-02-14,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-02-15,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-02-16,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-02-17,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-02-18,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-02-19,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-02-20,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-02-21,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-02-22,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-02-23,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-02-24,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-02-25,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
